,District,Age,Sex,Urban,Educated,Income
5004,8,44,M,False,True,31917
5005,8,93,F,True,True,12185
5006,0,27,M,False,False,63707
5007,8,44,F,False,True,28317
5008,1,57,F,True,True,3914
5009,1,83,M,True,False,34875
5010,3,36,F,False,False,34461
5011,1,20,M,False,True,98878
5012,0,39,F,True,True,186074
5013,9,71,F,True,False,22668
5014,2,20,M,True,True,45376
5015,7,58,F,True,True,58115
5016,0,43,M,True,True,116591
5017,7,41,F,False,False,5735
5018,0,32,M,True,True,121980
5019,0,54,M,True,True,59350
5020,8,58,F,True,True,18382
5021,3,37,F,False,False,8842
5022,7,44,F,True,True,62224
5023,2,48,M,True,True,166690
5024,1,44,M,True,True,60192
5025,0,60,M,True,True,51033
5026,3,26,M,False,False,11773
5027,9,19,M,False,True,12346
5028,2,68,M,True,True,75285
5029,0,34,M,True,True,53678
5030,6,60,M,True,False,11433
5031,7,38,M,True,True,75488
5032,4,52,M,False,True,15278
5033,3,18,F,False,False,13426
5034,1,48,F,True,True,186416
5035,0,26,F,True,True,24925
5036,1,29,F,True,False,16625
5037,0,18,F,True,True,32159
5038,9,66,F,False,False,30825
5039,5,33,F,False,False,22809
5040,0,30,F,True,True,214118
5041,1,31,M,True,True,128012
5042,5,32,M,False,False,6274
5043,5,47,M,False,False,22828
5044,0,45,F,True,True,81221
5045,7,63,F,True,True,39242
5046,3,18,F,True,True,39506
5047,6,24,M,True,False,30100
5048,3,44,M,False,False,25222
5049,1,58,M,True,False,15814
5050,5,20,M,False,False,54236
5051,2,42,M,False,False,34255
5052,3,34,F,False,True,35296
5053,8,64,M,True,False,43938
5054,0,59,M,False,False,10262
5055,0,55,F,True,True,18660
5056,7,55,M,True,True,4352
5057,2,19,M,False,False,8009
5058,1,57,M,True,True,62299
5059,3,22,M,True,True,32868
5060,2,43,M,True,True,81849
5061,0,43,F,True,True,77304
5062,7,39,M,True,True,58274
5063,0,52,F,True,True,60831
5064,9,44,F,False,False,37983
5065,7,40,F,True,True,103559
5066,2,32,M,False,False,17162
5067,8,19,F,False,True,76695
5068,0,39,F,True,True,73947
5069,3,34,F,False,False,44843
5070,0,52,F,True,True,42811
5071,1,33,M,False,False,36053
5072,8,47,M,True,True,34429
5073,2,56,M,False,True,3373
5074,0,35,F,False,True,17243
5075,7,71,M,False,False,8122
5076,0,51,M,False,True,1733
5077,8,21,F,False,True,6884
5078,1,47,M,True,True,56194
5079,6,63,F,False,False,4452
5080,8,33,F,False,True,13787
5081,8,28,F,False,False,25295
5082,9,23,F,True,True,11011
5083,3,44,M,True,True,29601
5084,8,64,F,True,False,46432
5085,0,62,F,False,False,92735
5086,4,18,M,False,False,11067
5087,0,62,F,False,False,38824
5088,7,68,F,True,True,72872
5089,8,40,F,True,True,89583
5090,3,30,F,False,True,66515
5091,3,40,F,True,True,15524
5092,0,47,M,False,True,21577
5093,0,19,M,True,True,143043
5094,9,29,F,False,True,104659
5095,9,32,M,False,True,43354
5096,0,64,M,True,False,100558
5097,5,50,F,False,False,5255
5098,8,57,M,False,True,22939
5099,8,50,F,True,False,62730
5100,1,55,F,True,False,10907
5101,1,43,M,True,True,94519
5102,7,75,F,True,False,7350
5103,1,76,F,True,True,91798
5104,2,64,F,False,False,37761
5105,4,24,M,False,True,34453
5106,3,27,F,False,False,18265
5107,0,18,M,True,True,18840
5108,1,63,M,True,True,86251
5109,0,20,F,False,True,30385
5110,9,52,F,False,False,52151
5111,2,19,M,True,True,56982
5112,0,18,F,False,True,33143
5113,2,32,F,False,True,5149
5114,7,23,M,False,False,40307
5115,0,48,M,False,False,16519
5116,9,34,M,True,False,29145
5117,2,42,M,False,True,17823
5118,0,48,F,True,True,92191
5119,3,42,F,False,False,29303
5120,8,50,F,True,True,40324
5121,1,31,F,False,False,43120
5122,3,34,M,False,False,49702
5123,1,49,F,False,False,58224
5124,1,30,M,True,True,190708
5125,1,28,M,True,True,67972
5126,0,39,F,True,True,18233
5127,1,25,M,False,False,60890
5128,0,60,M,True,True,27203
5129,7,27,M,True,True,59080
5130,1,38,M,True,True,49075
5131,1,57,F,True,True,16600
5132,8,47,M,False,True,24202
5133,0,69,F,True,True,149015
5134,4,63,F,False,True,6978
5135,3,52,M,False,False,12746
5136,0,33,F,True,True,132591
5137,0,29,F,True,True,134332
5138,6,83,M,False,False,50334
5139,9,19,F,False,False,46349
5140,3,33,F,False,False,15010
5141,0,71,F,True,True,34212
5142,1,62,M,False,True,95592
5143,1,20,F,False,False,5416
5144,6,55,F,True,True,3650
5145,5,28,M,False,False,8621
5146,2,78,M,False,False,62619
5147,1,49,M,True,True,42735
5148,0,28,F,True,True,163922
5149,7,19,F,True,False,32775
5150,4,82,F,False,False,28070
5151,2,55,F,False,False,32863
5152,7,54,F,True,True,12331
5153,0,21,F,True,True,109904
5154,7,50,F,False,False,11574
5155,0,40,F,True,False,83882
5156,0,39,M,True,True,171199
5157,7,21,F,True,False,34538
5158,0,43,M,False,False,26994
5159,6,52,M,False,False,31451
5160,0,33,M,False,True,41567
5161,0,52,F,True,False,56521
5162,7,53,F,False,False,5766
5163,6,50,F,False,False,10698
5164,3,60,M,False,False,21091
5165,9,50,F,False,False,10733
5166,8,32,M,False,True,28230
5167,8,74,F,False,False,5932
5168,8,28,M,False,True,10858
5169,0,62,M,False,False,54447
5170,0,19,M,True,False,132748
5171,0,22,F,True,False,85115
5172,8,66,F,True,True,17540
5173,0,54,F,True,True,236540
5174,6,64,M,True,True,16318
5175,1,21,M,False,True,67014
5176,1,30,F,False,True,53072
5177,0,53,M,True,True,43769
5178,4,38,M,False,False,6079
5179,2,50,M,True,False,53185
5180,8,33,F,False,True,9366
5181,0,25,F,True,True,14342
5182,0,22,F,True,False,109402
5183,0,67,F,True,True,132346
5184,9,67,F,False,False,9008
5185,5,36,M,False,False,55712
5186,3,30,F,True,True,36491
5187,4,33,F,False,False,12061
5188,2,19,F,True,True,185245
5189,2,26,M,True,False,67650
5190,2,53,M,True,True,70624
5191,1,78,F,False,False,98489
5192,0,25,M,True,True,80358
5193,2,59,M,False,False,4460
5194,9,25,F,False,False,10792
5195,5,39,F,False,True,18896
5196,0,22,M,True,True,104939
5197,5,77,F,False,False,5841
5198,0,73,M,True,True,115991
5199,8,29,M,False,False,1571
5200,4,46,M,True,True,21697
5201,3,70,F,True,False,60412
5202,9,61,M,False,False,15930
5203,8,47,F,False,True,18355
5204,6,68,M,False,False,21306
5205,5,19,M,False,True,9394
5206,1,58,M,True,True,17082
5207,1,38,F,True,True,125978
5208,7,50,M,False,False,68306
5209,3,45,M,True,False,9450
5210,7,18,F,True,True,80531
5211,7,40,F,True,True,48608
5212,2,61,F,False,False,19578
5213,9,58,M,True,True,43828
5214,8,68,M,False,True,68213
5215,2,34,F,True,True,93406
5216,7,82,F,False,False,19153
5217,2,64,F,True,False,33275
5218,8,57,F,True,True,13459
5219,2,18,F,True,True,73503
5220,0,20,F,True,False,137025
5221,7,51,F,True,True,19363
5222,2,66,M,True,True,165577
5223,7,25,F,True,True,76048
5224,6,29,F,True,True,48720
5225,8,26,M,True,True,13737
5226,0,22,F,True,True,25463
5227,0,62,F,True,True,100180
5228,4,22,M,False,True,8294
5229,1,31,M,True,True,23975
5230,3,46,M,False,False,41411
5231,7,33,M,True,False,19350
5232,9,63,M,True,True,15137
5233,0,62,M,True,True,52656
5234,0,19,F,True,True,71928
5235,7,50,M,False,False,34650
5236,8,47,F,False,False,39290
5237,7,26,F,True,True,9661
5238,0,28,F,True,True,85205
5239,2,61,M,True,True,17475
5240,0,31,M,True,True,125759
5241,0,30,M,True,True,28182
5242,4,36,F,False,False,7501
5243,1,79,F,True,True,43044
5244,7,29,M,True,True,5173
5245,8,96,M,False,True,5905
5246,1,40,M,False,True,169626
5247,0,61,M,True,True,105687
5248,0,46,M,True,True,153661
5249,4,55,M,False,True,20988
5250,0,55,M,False,False,46620
5251,4,27,F,False,False,25433
5252,2,47,F,False,False,41832
5253,8,66,M,False,False,36175
5254,0,70,F,True,True,59308
5255,9,37,M,True,True,24880
5256,2,54,M,True,False,90593
5257,0,19,M,True,True,85460
5258,8,26,F,False,False,26197
5259,8,57,F,False,True,6799
5260,1,25,F,False,False,38327
5261,2,28,M,False,False,33660
5262,1,34,F,True,True,52752
5263,1,52,M,True,True,6699
5264,0,63,F,True,True,57373
5265,3,48,F,False,True,21636
5266,2,32,F,True,True,132785
5267,0,28,M,True,True,46147
5268,0,73,M,True,True,167346
5269,4,52,M,False,False,16543
5270,3,24,F,True,True,43734
5271,7,49,M,True,True,9853
5272,1,76,F,False,True,26055
5273,4,43,F,False,False,52883
5274,0,88,F,True,True,17356
5275,4,32,M,False,False,32999
5276,4,63,F,False,True,70184
5277,3,30,F,False,False,26847
5278,5,62,M,False,False,14455
5279,0,25,F,True,True,17051
5280,7,65,M,True,False,46950
5281,0,63,M,True,True,178419
5282,1,33,M,False,False,65642
5283,0,18,M,True,False,48648
5284,6,57,M,True,False,23582
5285,6,53,M,False,False,13161
5286,3,24,M,False,False,26131
5287,6,56,F,False,False,16053
5288,0,27,F,True,True,211585
5289,1,40,F,False,True,83048
5290,2,70,F,False,True,16116
5291,1,29,M,False,True,30951
5292,0,22,F,False,False,115771
5293,0,72,F,True,True,18765
5294,8,50,M,False,True,31203
5295,5,65,F,False,False,15712
5296,1,26,F,True,True,206798
5297,3,72,M,True,True,80824
5298,0,32,F,False,False,87890
5299,8,52,M,False,False,5784
5300,0,19,M,True,True,52782
5301,5,43,F,False,False,40637
5302,0,26,M,True,True,151084
5303,3,39,F,True,True,13005
5304,5,65,F,False,False,20240
5305,9,64,F,False,True,5556
5306,4,62,M,False,False,2570
5307,4,74,M,False,False,13964
5308,7,61,F,False,True,8400
5309,7,66,M,True,True,56403
5310,5,67,F,False,False,17640
5311,7,27,F,True,True,105752
5312,8,45,M,False,True,24904
5313,3,78,M,True,False,56512
5314,8,55,F,True,True,41436
5315,3,55,F,False,True,11192
5316,0,27,F,True,True,69946
5317,2,80,F,True,True,48046
5318,0,75,M,True,True,209907
5319,1,53,F,True,True,77758
5320,9,23,M,True,False,84535
5321,6,28,F,True,True,42113
5322,8,46,F,False,False,27196
5323,1,82,M,True,True,84083
5324,0,62,F,True,True,47096
5325,8,87,F,False,False,7517
5326,0,73,M,True,True,152018
5327,8,52,M,True,True,35690
5328,7,27,F,True,False,6638
5329,4,53,F,False,False,648
5330,8,28,F,False,False,15540
5331,1,34,F,False,False,50116
5332,0,44,M,True,False,95192
5333,9,20,F,True,False,44998
5334,1,57,M,False,False,1033
5335,9,51,M,True,True,10501
5336,6,58,M,False,False,7149
5337,6,63,F,True,True,75937
5338,3,30,M,False,False,22050
5339,6,37,M,False,False,15813
5340,0,22,F,True,True,159327
5341,9,31,F,True,False,46255
5342,2,39,F,True,False,37510
5343,0,73,F,False,True,21164
5344,8,69,F,False,False,33365
5345,9,25,M,False,False,58206
5346,1,61,M,True,False,79438
5347,1,63,M,True,False,35000
5348,5,30,F,False,False,14411
5349,6,23,M,False,False,40936
5350,2,31,F,True,True,54187
5351,7,19,F,True,False,16088
5352,1,30,F,False,False,105211
5353,0,32,F,True,True,64516
5354,1,42,M,True,False,28937
5355,0,33,F,True,True,120519
5356,0,65,F,True,True,134098
5357,2,30,M,False,False,11880
5358,9,35,F,True,True,19791
5359,7,29,F,True,False,26362
5360,3,68,M,False,True,28598
5361,1,60,M,True,True,148441
5362,4,18,M,False,False,52072
5363,9,49,F,False,False,102208
5364,0,64,M,True,True,137448
5365,2,32,F,True,True,18915
5366,8,61,F,False,False,25594
5367,8,59,M,True,True,10947
5368,0,69,M,True,True,139803
5369,0,39,M,False,True,59238
5370,3,51,F,False,False,25760
5371,7,26,M,True,False,18075
5372,0,73,F,True,True,110222
5373,1,24,F,True,True,27859
5374,1,50,M,True,False,30438
5375,6,45,F,False,True,19175
5376,9,40,F,True,True,20938
5377,0,18,F,True,True,5818
5378,6,24,M,False,False,25002
5379,9,87,M,True,True,38550
5380,5,58,F,False,False,4615
5381,9,78,M,True,True,36328
5382,0,35,M,True,True,24537
5383,7,34,F,True,False,32550
5384,0,18,F,True,True,105096
5385,9,18,M,True,False,72113
5386,0,63,M,True,True,33454
5387,7,37,F,True,True,49358
5388,9,40,M,True,False,72403
5389,8,18,M,False,True,19931
5390,2,82,M,False,True,37382
5391,1,77,M,True,True,83844
5392,3,35,F,True,True,26491
5393,8,68,M,False,False,7323
5394,9,73,M,False,False,8093
5395,2,25,M,True,True,35170
5396,5,60,M,False,False,14388
5397,1,73,M,False,True,8228
5398,2,40,M,True,True,33058
5399,1,19,M,True,False,70625
5400,0,19,M,False,True,69737
5401,7,64,M,True,False,52725
5402,0,64,F,True,True,230490
5403,7,60,M,True,False,48300
5404,1,35,M,True,True,80029
5405,2,64,F,False,False,20503
5406,2,29,M,False,False,51344
5407,8,32,F,True,False,14350
5408,0,46,M,True,False,31900
5409,8,69,M,True,True,56376
5410,0,82,F,True,True,34621
5411,2,30,F,True,False,55275
5412,1,51,M,False,False,74094
5413,1,23,F,True,False,35125
5414,2,28,F,True,True,135317
5415,8,54,M,False,False,13673
5416,4,40,F,True,False,6250
5417,8,79,F,False,False,22727
5418,9,60,F,True,True,21645
5419,1,22,M,True,True,54395
5420,7,87,M,True,True,67342
5421,0,44,F,True,True,63991
5422,1,36,M,True,True,88662
5423,8,59,M,False,True,11156
5424,0,33,M,True,True,86119
5425,1,55,F,False,True,10890
5426,3,49,F,True,True,11175
5427,9,63,M,True,False,30208
5428,1,71,F,True,True,42395
5429,0,33,M,False,True,74612
5430,1,72,M,False,False,16693
5431,2,24,F,True,False,101200
5432,5,50,F,False,False,24763
5433,9,53,F,False,False,8536
5434,7,64,M,True,False,73538
5435,2,58,F,True,True,14653
5436,1,21,M,False,False,24403
5437,8,39,F,True,True,76982
5438,8,25,M,False,True,21305
5439,1,46,F,False,False,39271
5440,1,58,F,True,False,55794
5441,6,68,M,False,False,33705
5442,4,27,F,False,False,17899
5443,9,38,F,False,False,35686
5444,0,76,M,True,True,70296
5445,6,24,F,True,True,39705
5446,9,86,M,False,False,16877
5447,0,48,F,False,False,12549
5448,6,21,M,False,False,26810
5449,0,52,M,True,True,3634
5450,7,30,M,False,False,67739
5451,0,83,M,True,True,94278
5452,6,32,M,True,True,4939
5453,0,30,M,True,True,121687
5454,4,64,F,True,True,6523
5455,0,56,M,True,True,37027
5456,7,59,M,True,True,26645
5457,3,77,F,False,False,4712
5458,0,38,F,True,True,69106
5459,1,71,F,True,True,114011
5460,7,43,F,False,False,20463
5461,1,65,M,True,True,35088
5462,8,57,M,True,True,30735
5463,0,53,M,False,True,3534
5464,7,79,F,False,False,29261
5465,1,59,M,False,True,18301
5466,8,53,F,True,True,15165
5467,9,39,M,False,True,16326
5468,0,33,F,True,True,108929
5469,3,31,F,False,False,8967
5470,0,72,F,True,True,19601
5471,6,69,M,False,True,1903
5472,8,33,F,False,True,20004
5473,7,45,F,True,True,79361
5474,8,39,M,False,True,61125
5475,5,45,M,False,True,8249
5476,4,40,M,False,False,34589
5477,0,26,F,True,True,52662
5478,5,76,M,False,True,4833
5479,0,81,F,True,True,109255
5480,7,33,M,True,True,48102
5481,0,27,F,True,True,26178
5482,1,43,M,True,True,78928
5483,7,37,F,True,False,41288
5484,0,76,M,True,False,27260
5485,8,31,F,False,True,52531
5486,9,61,F,False,False,88848
5487,6,32,F,False,True,15820
5488,2,64,F,False,False,60545
5489,1,40,M,True,True,159064
5490,0,25,M,True,True,163089
5491,9,42,M,True,False,80717
5492,0,39,M,False,True,29080
5493,8,44,F,False,True,47378
5494,0,33,M,True,True,63100
5495,8,46,F,False,True,55236
5496,1,21,M,False,False,50941
5497,3,85,M,False,False,13631
5498,1,40,F,True,True,85092
5499,0,18,F,False,True,86469
5500,3,53,F,False,False,5788
5501,3,55,F,False,False,5065
5502,2,24,F,True,False,44055
5503,7,48,F,False,False,33048
5504,3,86,F,False,False,43838
5505,2,50,F,True,True,144931
5506,6,50,F,False,True,60207
5507,9,39,F,True,True,35249
5508,4,52,F,False,False,31610
5509,0,28,F,False,True,152217
5510,0,24,F,True,True,212579
5511,7,84,M,True,False,51375
5512,9,65,M,True,True,26893
5513,0,44,F,True,True,180360
5514,1,20,F,True,False,92062
5515,8,71,M,False,True,37945
5516,0,90,M,True,True,57081
5517,2,60,F,False,True,51815
5518,8,81,M,True,True,96896
5519,8,79,F,True,True,44848
5520,9,46,F,False,False,26399
5521,1,68,M,False,True,16238
5522,1,58,M,True,True,64175
5523,0,71,M,True,True,186110
5524,6,30,M,False,True,6516
5525,7,31,F,True,True,27450
5526,6,37,F,False,False,5771
5527,3,67,M,False,True,23513
5528,3,29,F,False,True,9717
5529,3,56,M,True,True,42801
5530,1,37,F,True,False,18875
5531,6,18,M,False,False,5348
5532,7,61,M,True,True,56068
5533,8,46,M,False,True,44591
5534,1,46,M,False,False,16372
5535,9,71,F,False,True,29457
5536,1,64,F,True,True,145633
5537,1,24,F,True,True,102148
5538,0,21,M,False,False,84435
5539,0,53,F,True,True,42651
5540,2,32,F,True,True,120611
5541,5,86,F,False,False,13286
5542,7,51,F,True,False,21765
5543,3,22,F,True,True,75092
5544,3,64,M,True,False,19125
5545,7,34,M,True,False,59400
5546,2,52,F,False,True,1853
5547,1,28,M,False,True,40996
5548,8,50,M,False,False,13823
5549,1,45,M,True,True,59074
5550,0,56,M,True,True,1801
5551,6,52,F,False,False,778
5552,1,28,F,True,True,45288
5553,0,59,F,True,True,254692
5554,9,23,F,False,True,21100
5555,5,82,M,True,True,63534
5556,1,20,F,True,True,42642
5557,8,37,M,False,False,3791
5558,2,28,F,False,False,8326
5559,5,61,M,False,False,15639
5560,3,57,M,True,True,15944
5561,4,35,F,False,False,37512
5562,0,61,M,True,True,26018
5563,0,64,M,False,True,123974
5564,1,82,M,True,True,90458
5565,8,18,F,True,True,46969
5566,3,54,M,True,False,55223
5567,8,36,F,False,False,20828
5568,8,23,F,False,True,4995
5569,6,59,F,False,False,12861
5570,0,45,M,False,True,59860
5571,1,43,F,True,True,144446
5572,7,18,M,True,True,18907
5573,1,34,M,True,True,129250
5574,5,27,F,False,False,28545
5575,4,68,M,False,True,23829
5576,6,18,M,False,False,2028
5577,6,52,M,False,False,37946
5578,8,41,M,True,True,88703
5579,0,72,F,True,True,159247
5580,8,32,F,True,True,13312
5581,5,46,M,False,False,8572
5582,6,43,M,True,False,64467
5583,7,66,F,True,False,62400
5584,3,59,M,False,False,4181
5585,3,28,M,False,False,30043
5586,3,71,F,False,False,15060
5587,7,25,M,True,False,37725
5588,9,80,F,True,False,61818
5589,0,29,M,False,True,24328
5590,1,27,M,True,False,32125
5591,1,70,M,True,True,90743
5592,2,21,F,True,True,10218
5593,0,39,F,True,True,42460
5594,3,44,F,False,True,72835
5595,2,34,F,False,False,23132
5596,8,43,F,False,False,39180
5597,2,37,M,False,False,15705
5598,0,45,F,False,True,38549
5599,3,53,M,False,False,31048
5600,0,79,M,False,True,68331
5601,7,26,F,True,False,63938
5602,2,36,M,False,False,38822
5603,0,64,F,True,True,17803
5604,0,54,F,True,True,35786
5605,1,66,M,False,True,46833
5606,9,22,F,True,False,76318
5607,0,26,M,True,True,204836
5608,6,43,M,False,False,9750
5609,0,68,M,False,True,12623
5610,6,24,M,True,False,18100
5611,1,79,F,True,True,8797
5612,1,48,F,True,True,36830
5613,4,33,F,False,False,56498
5614,2,46,F,True,False,16445
5615,3,28,M,False,True,15875
5616,8,65,F,False,True,25994
5617,0,27,F,True,True,80396
5618,7,27,F,True,True,8275
5619,7,54,F,True,False,69395
5620,9,26,F,False,False,31926
5621,8,25,F,False,True,3064
5622,0,78,M,True,True,42941
5623,8,73,F,False,True,23526
5624,7,23,M,False,False,22851
5625,7,27,M,True,True,11895
5626,7,77,F,True,False,29738
5627,3,44,M,False,False,47003
5628,2,65,F,False,False,18140
5629,9,31,M,True,True,49521
5630,4,35,M,False,False,31347
5631,3,51,M,False,False,35051
5632,1,48,F,False,True,34711
5633,2,60,F,False,True,52465
5634,0,72,F,True,False,87362
5635,8,19,F,False,False,11659
5636,3,59,M,False,False,15313
5637,1,27,M,True,True,77080
5638,0,39,F,True,True,166080
5639,1,38,F,False,False,22309
5640,3,61,F,False,False,11275
5641,6,27,F,False,False,40821
5642,6,38,M,False,False,47333
5643,5,41,F,False,True,26865
5644,0,56,M,True,True,75196
5645,0,82,F,True,True,80957
5646,0,53,F,True,True,117966
5647,0,28,F,True,True,92480
5648,9,26,M,False,True,52759
5649,5,88,F,False,False,12700
5650,4,57,F,False,False,38307
5651,1,23,M,True,True,57906
5652,2,70,F,False,False,13757
5653,0,62,M,True,False,14428
5654,1,83,M,False,False,83981
5655,2,29,M,True,True,83369
5656,1,38,F,False,False,66056
5657,5,35,F,False,False,28720
5658,1,25,M,True,True,91406
5659,7,37,M,False,False,31620
5660,4,57,M,False,False,4264
5661,5,68,M,False,False,28504
5662,4,34,F,False,True,24459
5663,1,75,F,True,False,41562
5664,9,24,F,True,True,44704
5665,8,31,M,False,False,8411
5666,5,77,M,False,False,2655
5667,2,21,F,False,False,19936
5668,1,68,F,False,True,26921
5669,0,46,M,True,False,106358
5670,0,80,M,True,True,27039
5671,9,46,M,True,False,44128
5672,1,22,F,True,True,14379
5673,9,33,M,True,False,49977
5674,0,46,M,True,True,80371
5675,9,69,M,True,True,97768
5676,2,73,F,False,True,5420
5677,0,74,M,False,True,11610
5678,8,88,F,False,False,47731
5679,1,26,F,True,True,47258
5680,0,18,F,False,True,50405
5681,0,48,F,True,True,77874
5682,0,50,M,True,True,138238
5683,6,48,F,False,False,15167
5684,2,44,F,False,True,58689
5685,4,54,M,False,False,25234
5686,6,64,M,False,False,4199
5687,4,42,F,False,True,27693
5688,1,75,F,True,True,61445
5689,6,49,F,False,False,14358
5690,1,31,M,False,True,14483
5691,2,49,M,False,True,102033
5692,7,36,F,True,True,63973
5693,0,73,M,True,True,159587
5694,3,25,F,False,True,15095
5695,1,68,F,False,False,49458
5696,1,54,M,True,True,105237
5697,1,69,F,True,True,116156
5698,1,78,F,True,True,47391
5699,8,22,F,False,True,12494
5700,1,41,M,True,True,28102
5701,0,23,M,True,True,101231
5702,0,48,F,True,True,43831
5703,1,58,M,True,True,36645
5704,0,19,F,False,False,10334
5705,6,32,M,True,False,33333
5706,0,35,F,True,True,202646
5707,1,70,F,True,False,73188
5708,0,64,F,False,True,89494
5709,0,54,M,True,True,9437
5710,0,38,F,False,False,22942
5711,4,51,F,False,False,27734
5712,0,33,F,True,True,108703
5713,2,44,M,True,False,61930
5714,8,37,F,False,True,49477
5715,5,63,M,False,False,38738
5716,1,36,M,True,True,39418
5717,6,43,F,False,False,34371
5718,7,54,M,True,True,42666
5719,8,64,F,False,False,6716
5720,0,43,F,True,True,108078
5721,2,67,M,False,False,66165
5722,6,43,M,False,False,43516
5723,0,40,M,True,True,93497
5724,1,41,F,False,False,52627
5725,5,24,F,False,False,10460
5726,7,20,F,True,True,28398
5727,0,25,F,True,True,58003
5728,7,18,M,True,True,53095
5729,1,42,M,False,True,3692
5730,4,31,M,True,False,25208
5731,0,47,M,False,False,16332
5732,2,24,M,True,True,31527
5733,1,38,M,True,True,61013
5734,0,35,M,False,True,137212
5735,8,43,F,True,True,13091
5736,1,41,M,False,False,59014
5737,0,65,M,True,True,60084
5738,0,75,M,False,True,15742
5739,6,69,M,False,False,13416
5740,0,80,F,False,True,114707
5741,3,64,F,False,False,2240
5742,6,22,M,False,True,25892
5743,7,40,M,True,True,28257
5744,6,34,F,False,False,19530
5745,8,29,M,False,True,50803
5746,8,42,F,False,False,20061
5747,1,26,M,False,False,108352
5748,8,50,F,False,False,28738
5749,8,38,F,False,True,25201
5750,1,73,M,True,False,77750
5751,5,65,M,False,True,34166
5752,2,48,F,True,True,120594
5753,0,55,F,True,True,45363
5754,0,71,M,True,True,45459
5755,0,50,M,True,True,53551
5756,5,72,M,False,False,18439
5757,0,33,F,True,True,69189
5758,8,34,M,False,False,10188
5759,3,39,F,False,False,64907
5760,6,29,F,True,True,28812
5761,2,29,M,True,True,9254
5762,0,35,F,False,False,134970
5763,8,25,F,False,False,3902
5764,1,60,F,False,True,10656
5765,3,62,M,False,False,39023
5766,0,92,F,False,True,14132
5767,8,56,M,False,True,122
5768,6,31,M,False,True,14939
5769,8,43,F,False,False,21063
5770,0,50,M,True,True,26843
5771,9,35,M,True,True,46198
5772,8,49,M,False,True,16748
5773,0,28,M,True,True,107084
5774,0,29,F,True,True,135893
5775,1,44,F,True,True,61558
5776,2,47,F,False,False,89833
5777,8,21,M,False,False,39176
5778,1,21,M,True,True,75438
5779,5,82,F,False,False,20923
5780,0,28,F,True,True,87087
5781,0,53,F,True,True,46010
5782,3,71,M,False,False,11020
5783,0,60,M,True,True,81955
5784,5,53,M,False,False,2678
5785,8,25,F,True,True,93267
5786,8,63,F,False,False,47056
5787,0,53,F,False,True,100747
5788,8,70,F,True,True,14468
5789,0,49,M,True,True,23852
5790,0,20,M,True,False,120495
5791,5,28,M,False,False,13221
5792,2,33,F,False,False,58107
5793,0,62,F,True,True,95106
5794,8,50,M,False,True,9806
5795,2,60,F,False,True,38812
5796,6,25,M,False,False,12545
5797,0,33,M,True,True,62752
5798,0,61,F,False,False,70743
5799,7,69,F,True,False,51750
5800,0,21,M,True,True,43394
5801,8,19,F,False,True,57062
5802,8,30,F,True,True,7822
5803,8,35,F,False,False,2012
5804,1,56,M,True,False,31509
5805,1,40,F,True,True,119306
5806,0,64,F,True,True,103948
5807,0,54,M,True,True,15594
5808,4,36,F,False,False,62170
5809,1,40,M,False,False,26848
5810,6,69,F,True,False,21667
5811,0,34,F,True,True,36050
5812,5,26,M,False,False,25200
5813,7,98,F,True,True,90746
5814,0,72,F,True,True,114566
5815,6,20,M,False,False,9114
5816,0,18,F,True,True,27878
5817,5,57,F,False,False,1476
5818,9,81,F,False,True,53166
5819,2,22,F,True,True,107763
5820,0,60,F,True,True,69837
5821,0,62,M,True,True,23035
5822,0,24,M,False,False,33332
5823,8,53,M,False,False,54291
5824,6,28,F,False,False,3685
5825,9,56,F,True,False,7371
5826,1,25,M,True,False,28812
5827,1,23,M,True,True,113312
5828,2,49,F,False,False,16649
5829,0,32,F,True,True,19476
5830,7,29,M,True,False,50175
5831,0,53,M,True,True,39473
5832,9,20,M,True,False,43065
5833,6,78,M,True,False,45900
5834,8,70,M,True,True,88441
5835,8,37,F,False,True,23619
5836,0,61,F,True,True,188570
5837,7,60,F,True,True,116489
5838,0,20,M,True,True,76076
5839,3,29,M,True,False,30038
5840,1,30,M,True,True,78902
5841,7,70,M,False,True,53733
5842,0,84,F,True,True,83175
5843,8,63,M,False,True,8819
5844,9,54,F,False,False,13410
5845,0,37,F,False,False,107448
5846,8,20,M,True,True,108911
5847,0,45,F,True,True,173293
5848,8,81,F,False,False,27894
5849,1,89,M,True,True,185131
5850,2,54,F,False,True,5468
5851,3,49,M,False,True,7575
5852,2,25,F,False,False,49015
5853,5,73,F,False,False,4630
5854,2,63,M,True,True,67817
5855,6,30,M,False,True,38166
5856,1,53,M,False,False,26519
5857,1,41,F,True,True,76121
5858,1,36,M,True,True,27673
5859,3,27,M,False,False,47604
5860,6,49,M,False,False,10942
5861,6,28,F,False,False,60284
5862,7,86,M,False,False,12437
5863,1,65,F,True,True,56524
5864,8,51,M,True,True,20624
5865,6,43,F,False,False,59119
5866,9,60,M,False,False,53034
5867,0,88,M,True,True,76440
5868,6,40,F,True,True,56325
5869,1,29,F,True,True,30883
5870,7,21,M,True,False,26138
5871,8,24,M,False,True,4471
5872,8,18,F,False,True,10848
5873,0,50,M,False,True,24575
5874,9,50,M,True,True,54210
5875,7,90,M,False,False,30855
5876,6,57,F,False,False,2679
